Label,Tweet,Screen_Name,Description,User_Location,Time,Geo_Enabled,Place,Lat,Long
2,"@mrbiffo @TerryGilliam I wish he'd return to animation, but at least he's got The Man Who Killed Don Quixote made. As to whether he'll make any more films made is another story.",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/31/18 11:37,TRUE,,,
2,@mrbiffo It looks like something @TerryGilliam would create for Monty Python. He did an animation for Do Not Adjust Your Set 50 years ago where he defiled old Victorian Christmas cards. https://t.co/LypFZ9Ckde,StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/31/18 11:30,TRUE,,,
-3,"@TwitterMoments To be fair, someone like @frankieboyle has said far, FAR worse, laughing at murdered children, disabled children, serial killers and paedophiles.",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/31/18 11:27,TRUE,,,
-5,"@8bitadc @douglasgray81 @SuperRetroid Erm, I'm from Carlisle, and while our city is filled with illiterate drunken chavs and grumpy pensioners who are stuck in their ways and will NEVER change. Some of us are smart. 😉 Plus, Border might not have been as big as Thames or Granada, but they were plucky as hell!",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/30/18 23:29,TRUE,,,
-3,"One for @Applemask You may complain about the Radio Times putting no effort in with their cover and calling themselves ""Legendary."" But that's a lot more preferable to what TV Choice did, it's almost like spot the difference... 🙄 https://t.co/PuVonOADHf",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/30/18 23:25,TRUE,,,
-4,"@Applemask Were you aware about this company? Kemsley-Winnick Television, who got the original North and Midlands weekend contract in 1954, before they collapsed and ABC took over. Talk about it being over before it even started! https://t.co/nRcyZcaSu2",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/30/18 22:27,TRUE,"Carlisle, England",,
2,"@edgarwright Driver needs to work with yourself, Tim Burton, Guillermo del Toro, Woody Allen and Quentin Tarantino to make a full house.",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/30/18 18:41,TRUE,,,
-5,"@sgordon_the87 @neilsmiles Green is a nasty piece of work by some accounts, according to the BBC in 2004, Green has a ""volcanic temper and a preference for confrontation rather than conciliation."" At least he's not a sexual deviant like Harvey Weinstein then, or is he?",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/30/18 17:47,TRUE,,,
4,@TVOFFAL I found this advert he did in 1984 for the BBC Micro computer where he played numerous characters. It made me chuckle. 🙂 https://t.co/IDxjp7o95q,StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/30/18 16:14,TRUE,,,
4,"@Humbledore @EricIdle Would @TerryGilliam be eligible? He deserves one for spending the last 25 years trying to get The Man Who Killed Don Quixote made, against overwhelming odds. 😜",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/30/18 16:08,TRUE,,,
1,"@putthetellyon @Applemask There's a couple of ads here from 9.51 to 11.15, I wonder if Matthew can do little old ladies in Moviestorm? https://t.co/83vTeL2YZd",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/30/18 0:36,TRUE,"Carlisle, England",,
3,"@Applemask I think you can, if you include this classic local advert, that'll help. https://t.co/v2kirBuNEW",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/29/18 23:55,TRUE,"Carlisle, England",,
-3,"@Applemask In tribute, how about a Hard Sell on adverts people like her used to do aimed at old people, like funeral Plans, stairlifts, walk-in baths? Adverts like them used to appear ten to the dozen during Countdown and Fifteen to One. https://t.co/1Y94EoC9hd",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/29/18 23:44,TRUE,"Carlisle, England",,
2,"@Applemask @danmcdaid I know that, but it's just that on your videos, you seem to be able to identify rare fonts on logos and the like.",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/29/18 22:38,TRUE,,,
4,"@TVOFFAL Everytime I go Stateside, I have to visit Denny's, their Moons Over My Hammy are exquisite. Now they've opened a Denny's in Glasgow, I'll be there before long!",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/29/18 21:52,TRUE,,,
4,"@Applemask @danmcdaid You know your fonts, don't you? 😉",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/29/18 19:48,TRUE,,,
2,"@mumoss Yeah, it's like they've ripped it straight from YouTube.",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/29/18 18:38,TRUE,,,
7,"@Octav1usKitten Good luck! Don't let the bullies and naysayers get you down, you're better than them! ❤️",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/29/18 17:52,TRUE,,,
2,@Applemask @barneyfarmer That reminds me of this video you uploaded a few years back. The hunter looks like a demonic Ken Dodd. https://t.co/RDYmwpmm4v,StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/29/18 12:14,TRUE,,,
7,"I'm delighted that @NotMichaelPalin is now a Sir. Now, when will the rest of the Python's be recognised? @TerryGilliam could do with one, surely in recognition of getting The Man Who Killed Don Quixote made? 😜 @quixotemovie https://t.co/Ko5eKOyJga",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/28/18 23:50,TRUE,"Carlisle, England",,
-5,"@gordygeorge88 The system they had with rotating presenters and reviewers from the likes of Empire magazine was jarring. Plus, the reviewers were the ones who saw the respective films, not the presenter, so it completely missed the point.",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/28/18 18:34,TRUE,,,
1,"@Applemask @charltonbrooker So, it's good then?",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/28/18 18:16,TRUE,,,
-4,"@StaceyDooley The most far fetched thing about the Bond films isn't the gadgets or megalomaniac villains, but the fact he never suffers from jetlag. In Diamonds are Forever, he flies from Amsterdam to Los Angeles, and he swagger off the plane fresh as a daisy. I know that's impossible.",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/28/18 13:01,TRUE,,,
4,"@Applemask For if you ever revisit computers on The Hard Sell, this gave me a chuckle. https://t.co/Chfd01cCst",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/28/18 11:15,TRUE,,,
7,"@Octav1usKitten Don't hate me for this, but...The Grand Tour Game 😂",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/28/18 9:41,TRUE,,,
6,"@russty_russ @antanddec SMTV lost it when Ant and Dec quit, and they left just weeks after Live and Kicking was axed. At least Dick and Dom were around the corner. 😉",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/27/18 20:52,TRUE,,,
5,"@TVOFFAL Yeah, maybe get The Undiscovered Daleks finally made!! But, when it comes to old comedians, I'd like to see Frankie Howerd, Marty Feldman, Benny Hill or Norman Wisdom get the Undiscovered treatment. Maybe some more recent ones like Rik Mayall?",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/27/18 18:47,TRUE,,,
5,@TVOFFAL I knew that. 😉 Hope he gets well soon. I saw a photo of him with Keith Allen in Cannes when Unlawful Killing premiered. Were you there?,StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/27/18 11:10,TRUE,,,
3,@TVOFFAL Whatever happened to Paul Sparks? 😉 I last heard him on BBC Radio Tees in 2016 taking about The Undiscovered Peter Cook.,StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/27/18 8:05,TRUE,,,
2,@TVOFFAL Any chance of playing us the cut Savile references as a two fingered salute to the Beeb?,StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/26/18 22:30,TRUE,,,
3,"*Has idea for a film!!*@InMyLife143 Donna!! https://t.co/DqjzxKqFkv",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/26/18 21:18,TRUE,,,
7,"@mrbiffo That sounds like a cue for a Christmas song about Boxing Day!! You could get that to No. 1!! 😃But, I hope you had a great Christmas!!",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/26/18 18:37,TRUE,,,
5,@Applemask Will you upload it with a commentary in tribute? 😉,StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/26/18 17:22,TRUE,,,
-3,"@russty_russ Me and my Dad are off to the Metro Centre, pray for us!",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/26/18 9:16,TRUE,,,
5,"@Applemask Me and Dad's Boxing Day tradition is to go to the Metro Centre. We were going to see Holmes and Watson, (well, my Dad wanted to), but the reviews on how utterly abysmal it is have put the kibosh on that.",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/26/18 9:12,TRUE,,,
6,"@DesOConnorCBE Brilliant Des, and an edition from my region Border too! 😃",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/25/18 20:21,TRUE,,,
6,"@Sethrogen Seth, you've got to make it a reality! If anyone can do a 40's gangster flick, it's you! 😃",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/25/18 20:19,TRUE,,,
4,"@Applemask I know what you mean, I once got my chopper caught on the telephone wires. 😉 *Sid James dirty chuckle* https://t.co/S714S0Odci",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/25/18 13:31,TRUE,,,
6,"@Applemask We'll have to get GTA V for you, come and join me and my crew on my luxury yacht, the good ship Yorkshire Television!! 😀 https://t.co/urjED2lDx2",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/25/18 13:14,TRUE,,,
1,"@gordygeorge88 Yeah, I know Carlton wanted shot of it. They got shot of Take The High Road, as did many other ITV regions after 1993.",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/25/18 10:36,TRUE,,,
-2,"@russty_russ @gordygeorge88 @transdiffusion Like I said, it was all Phil Redmond's fault. He told Yorkshire, ""Just axe it, I'll come up with a new soap!"" Yorkshire said, ""No, that's what we DON'T want to do!"" Redmond apparently had loads of ideas for replacements, one of them being Hollyoaks. Imagine if he'd got his way!",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/25/18 9:56,TRUE,,,
4,@russty_russ @transdiffusion LOOK! No hour long Corrie or Emmerdale cluttering up the schedule! 😃,StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/25/18 9:24,TRUE,,,
2,"@martinjguk @TVOFFAL Give it another decade or so, the BBC is being snuffed out by Netflix and Amazon, and they've nicked all the talent as well.",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/25/18 8:42,TRUE,,,
5,"@TVOFFAL Merry Christmas to you Victor, all the best. As you're off to Manhattan... https://t.co/PcNqPVow1r",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/25/18 8:40,TRUE,,,
2,"@TVOFFAL The last Arena I saw was Magical Mystery Tour Revisited in 2012, and that was co-produced with The Beatles' company Apple.",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/25/18 8:36,TRUE,,,
4,@AdamNostalgia He's in the lobby at Yorkshire Television. 😉,StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/25/18 8:10,TRUE,,,
0,"@BullySpeedboat That's George Best, isn't it?",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/25/18 8:05,TRUE,,,
6,"@sincespacies The same year as Boogie Nights, he did these adverts for British glasses shop Dolland and Aitchison. 😂 https://t.co/OcyaSUeqYG",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/24/18 23:45,TRUE,,,
4,@neilsmiles One for @Applemask You could have done with this on your Channel 4 Christmas episode! 😉,StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/24/18 23:13,TRUE,,,
-3,"@sincespacies It's a shame Reynolds never got to do Once Upon A Time In Hollywood with Quentin Tarantino, as it would have been good to see QT work his comeback magic on Reynolds.",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/24/18 23:02,TRUE,,,
1,"@mrbiffo How have we come to this? Children's books and games about bodily functions, bogies, nudity and toilets? Back in my day, this is what children's stories were like. We've lost our way. https://t.co/dUIlqkCoF4",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/24/18 8:30,TRUE,,,
5,"@LarryBundyJr Yeah, you're looking so much better Larry, keep it up!",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/23/18 21:02,TRUE,,,
4,@sidboggle70 @ChallengeTV @BullySpeedboat Do I see Roy Walker there? He hosted ITV's other great gameshow of the 80's and 90's! 😃,StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/23/18 20:46,TRUE,,,
5,"@Applemask @YouTube Nice video, although I was expecting backflips and Hallelujah! at the new BBC2 idents.Oh, and guess what? 😜",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/23/18 20:23,TRUE,,,
4,"@thetvroom @gordygeorge88 @BBCTwo @thetvmuseum Nice, although @Applemask had a different variation in last year's Christmas Wrapping, that one was found in Bob Monkhouse's Betamax collection. https://t.co/AIO3MLJoAS",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/23/18 17:28,TRUE,,,
5,"@Applemask Well done! I got William Friedkin following me this year on Twitter, which I'm chuffed about!",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/23/18 17:18,TRUE,,,
1,@russty_russ @transdiffusion I know he was planning a sitcom written with Victor Lewis-Smith years ago.,StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/23/18 16:56,TRUE,,,
-2,"@russty_russ @transdiffusion I wish I'd seen it, as Sadowitz won't allow any footage of himself on YouTube or any other video sites. He doesn't want people to know what they're in for.",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/23/18 16:53,TRUE,,,
5,@russty_russ @transdiffusion Woah! Jerry Sadowitz had his own show on Channel 5!? They were brave!,StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/23/18 16:37,TRUE,,,
5,"@Octav1usKitten @bigevilboss @asobitech @LarryBundyJr Yeah, he should have used a Vega+! 😀",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/23/18 16:31,TRUE,,,
0,@putthetellyon Brazil,StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/23/18 11:07,TRUE,,,
4,"@mrbiffo The last time I ate a proper Christmas dinner, I insisted on lashings of Salad Cream on everything, much to the horror of my family. I don't do bread sauce or brandy butter or that stuff, I like to be controversial! 😃",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/23/18 1:16,TRUE,,,
6,"@mrbiffo Yes, although I haven't had a traditional Christmas dinner since 2005, we've had Chicken Fajitas since then, although we added turkey to the mix one year! 😃 Screw sprouts and all that, I like to be different!",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/23/18 1:08,TRUE,,,
4,"@mrbiffo I call them Pigs in Blankets, always have done since the 90's and Christmas dinner at my Nana's. However, if you go to America, their versions of Pigs in Blankets are hot dogs in croissant rolls. Basically a posh sausage butty, although they tend to wrap them in pancakes too. 😯",StuartKenny33,"Amateur filmmaker, full time troublemaker, historian and nostalgia freak. Now part of the @tvark family!","Carlisle, Cumbria, England",12/23/18 1:06,TRUE,,,
1,@AJA_Cortes https://t.co/W4GolsNbvd,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/22/19 17:19,TRUE,,,
0,@realDonaldTrump https://t.co/2ThAOL4PSb,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/22/19 1:30,TRUE,,,
1,@kyliejustine The bible says....,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/21/19 22:55,TRUE,,,
-3,@TheKennyDevine He certainly understands applying pressure to women... with his strong hands. #ew #gdaymate,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/21/19 21:18,TRUE,,,
1,@paulverhoeven Braaaaaaaaaaaaaaarton,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/21/19 21:06,TRUE,,,
0,@abcnews @PatsKarvelas @Birmo https://t.co/5d6QaEecYh,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/21/19 20:56,TRUE,,,
-2,@mjrowland68 @BreakfastNews Struggling to figure out what that has to do with macular degeneration or retinal disorders.,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/21/19 20:07,TRUE,,,
0,@BreakfastNews https://t.co/VtBtqrP9kM,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/21/19 18:41,TRUE,,,
-1,@ZanettiCartoons @billshortenmp Something tells me this poll won’t age well.,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/21/19 18:31,TRUE,,,
1,@AOC Tucker's reply... https://t.co/aOa4mnhgou,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/21/19 16:12,TRUE,,,
-1,@deemadigan @ScottMorrisonMP I thought @billshortenmp's reply was dignified and respectful as well as being far more meaningful than @ScottMorrisonMP.,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/21/19 16:11,TRUE,,,
2,Julie Bishop won't recontest the next election. The first class passengers are boarding the lifeboats on the Titanic. #auspol https://t.co/ZAqV8vi0GA,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/21/19 15:46,TRUE,,,
-5,@ellinghausen @SenatorWong is all of us at the moment. How long do we have to put up with this government for? Time to take out the trash. https://t.co/ULbdXEN3uz,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/21/19 15:05,TRUE,,,
1,@vanbadham https://t.co/WJm7BW33yj,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/21/19 14:57,TRUE,,,
1,@Recess75 https://t.co/Ctyd6QpUE1,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/21/19 14:16,TRUE,,,
-1,@MikeCarlton01 What’s the bet Labor will take this away from us when they’re in government. Typical!,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/20/19 21:26,TRUE,,,
3,"@deemadigan They’ve trying to “prevent the motion” and have been warned “not to follow through.”Excellent reporting. https://t.co/wzJJpPd9DM",TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/20/19 21:01,TRUE,,,
1,@FlettJohn @robynjwhitaker I need one for Leviticus 13:40,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/20/19 20:56,TRUE,,,
2,"@TroyTwright @MikeCarlton01 “But... but...  but the ABC!”Am I right @chriskkenny ???",TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/20/19 20:23,TRUE,,,
1,"@Bowenchris @JoshFrydenberg Short answer, no. https://t.co/A4NayFNilq",TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/20/19 17:43,TRUE,,,
3,@MikeCarlton01 We definitely need a Partridge Family skit or two https://t.co/mCS8F3Lnjx,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/20/19 17:33,TRUE,,,
2,@davidbewart $500 million to reopen Christmas Island... who knows who that will go to??,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/20/19 16:13,TRUE,,,
5,"Helloworld there’s a song that we’re singing. C’mon get happy. A little bit of travel is what we’ll be off’ring. To make us happy. Something dodgy happens whenever we’re together, a holiday for Cormann and a billion for us. Helloworld, nothing sus going on here. Cmon get happy https://t.co/5klxhmYwTq",TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/20/19 8:13,TRUE,,,
0,@realDonaldTrump https://t.co/C5cYgg9c8E,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/19/19 21:52,TRUE,,,
2,"@MattDoran91 Rubber bands. Receipts for a kettle and toaster I bought six years ago. Four batters that may or may not work. A roll of cling wrap and a some sticky tape. No mud though.",TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/19/19 15:22,TRUE,,,
3,@JoshButler That’s what the $500 mill to reopen is for. So that can righter than right again.,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/19/19 7:35,TRUE,,,
5,"@JoshFrydenberg @Bowenchris @abc730 Half a billion to GBRF Half a billion to Paladin Half a billion to reopen Christmas Island. Tell me again how good you are with managing the economy. https://t.co/xNo8AVo2zA",TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/19/19 1:26,TRUE,,,
1,@realDonaldTrump @foxandfriends “So much whining” https://t.co/51YkNybPTy,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/19/19 0:39,TRUE,,,
-3,"And just like that, any perceived success of the #medivac bill is thwarted by a cruel and bastardly decision from a government determined to do everything in its power to be as inhumane as possible. Shame on you @ScottMorrisonMP @PeterDutton_MP et al. #auspol #medevac #asylum https://t.co/QrGV82I4uX",TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/18/19 22:58,TRUE,,,
1,@michaelkoziol @chriskkenny will you be reporting this on your second version of @ABCmediawatch???,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/18/19 15:45,TRUE,,,
-5,@realDonaldTrump Caps lock is the enemy of the people!!! https://t.co/9ivpbMBovB,TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/18/19 3:21,TRUE,,,
-2,"@mirandadevine Of course, you’re not biased in any way.",TheCouchman,The place I do my Twittering. Tweets my own opinion. Likes mean I like it. RTs mean I wanna RT it. Stating the obvious since 2015,"Melbourne, Victoria",2/17/19 22:25,TRUE,,,
